current_stage,stage_index,state,paf_count,area,open_litigations,resolved_litigations,compensation_pct,rehabilitation_progress_pct,days_in_current_stage,prior_stage_avg_days,stage_overrun_ratio,observed_elapsed_days,delay_label,delay_days,remaining_delay_days,started_day
3C,1,Karnataka,50,27.3,1,1,66.9,55.5,25,61.1,0.278,86,0,5,69,993
3A,0,Maharashtra,342,210.9,0,1,47.5,35.1,20,33.0,0.333,53,1,74,81,992
3A,0,Gujarat,27,3.0,1,0,69.6,70.3,25,30.6,0.417,56,0,17,22,990
3D,2,Rajasthan,166,100.6,2,3,54.8,48.7,88,75.1,0.733,238,1,303,335,990
3H,4,Uttar Pradesh,61,44.1,2,0,74.4,73.4,155,62.1,2.583,403,0,29,46,990
3C,1,Maharashtra,238,112.2,0,1,76.6,59.8,39,38.4,0.433,77,0,13,85,989
3A,0,Madhya Pradesh,69,38.5,1,0,45.3,40.9,9,10.2,0.15,19,0,14,55,988
3H,4,Uttar Pradesh,211,113.8,1,0,26.8,21.9,110,27.7,1.833,221,1,296,495,988
3D,2,Uttar Pradesh,234,149.5,2,0,65.2,42.7,314,12.2,2.617,338,1,257,189,988
3C,1,Uttar Pradesh,299,138.7,4,4,20.8,20.4,61,53.8,0.678,115,1,585,620,988
3G,3,Tamil Nadu,155,74.3,1,0,85.2,64.9,199,39.6,2.211,318,0,6,48,987
3G,3,Karnataka,74,11.9,2,0,65.3,72.4,371,38.7,4.122,487,1,327,200,987
3A,0,Andhra Pradesh,66,19.6,3,0,65.7,63.1,28,32.0,0.467,60,0,8,8,987
3H,4,Andhra Pradesh,152,3.4,0,1,85.7,56.7,204,31.4,3.4,329,0,19,110,987
3C,1,Rajasthan,31,23.2,1,0,71.5,50.4,24,59.9,0.267,84,0,10,76,986
3D,2,Karnataka,390,142.0,2,0,60.4,68.6,91,60.9,0.758,213,0,48,105,986
3D,2,Andhra Pradesh,76,7.3,1,0,42.2,50.6,90,66.5,0.75,223,1,237,284,986
3A,0,Tamil Nadu,670,386.7,3,1,59.5,66.7,24,52.9,0.4,77,1,56,39,985
3C,1,Maharashtra,75,38.9,0,0,64.9,66.7,22,130.4,0.244,152,0,75,72,984
3A,0,Tamil Nadu,401,69.9,2,2,73.5,39.0,19,44.3,0.317,63,0,30,26,984
3A,0,Gujarat,48,12.3,1,1,29.3,28.1,12,11.0,0.2,23,1,124,161,983
3E,5,Madhya Pradesh,49,49.4,0,0,40.3,41.2,94,15.1,2.089,169,0,85,380,982
3A,0,Gujarat,15,3.0,2,0,46.9,41.9,19,37.2,0.317,56,1,69,73,982
3D,2,Uttar Pradesh,267,159.0,2,1,57.6,55.4,57,108.8,0.475,275,1,325,321,981
3C,1,Uttar Pradesh,42,20.6,3,0,75.0,56.4,67,97.4,0.744,164,0,55,41,980
3A,0,Maharashtra,99,45.2,4,0,44.0,53.7,12,43.3,0.2,55,1,96,101,980
3D,2,Karnataka,92,51.4,0,1,58.8,36.6,56,39.4,0.467,135,0,97,232,978
3A,0,Karnataka,93,37.7,2,0,75.5,54.4,8,36.2,0.133,44,0,8,23,978
3D,2,Rajasthan,158,102.7,1,0,67.1,44.3,57,90.6,0.475,238,0,112,144,978
3D,2,Gujarat,113,11.3,0,1,42.8,38.9,72,32.7,0.6,137,0,69,202,977
3G,3,Maharashtra,226,40.7,1,0,38.5,26.7,103,14.3,1.144,146,0,160,374,976
3E,5,Tamil Nadu,118,59.8,2,1,44.8,32.7,138,42.3,3.067,350,1,536,651,976
3E,5,Maharashtra,568,168.9,0,0,77.5,37.6,255,10.6,5.667,308,0,114,272,975
3H,4,Rajasthan,36,3.0,1,0,52.0,37.1,81,37.9,1.35,233,0,159,346,975
3A,0,Gujarat,123,65.5,1,0,52.5,53.9,16,19.9,0.267,36,0,10,34,975
3D,2,Andhra Pradesh,72,15.9,2,1,61.9,53.5,180,49.7,1.5,279,1,242,232,975
3D,2,Rajasthan,119,74.9,0,0,35.9,39.8,99,20.8,0.825,141,1,347,476,974
3A,0,Uttar Pradesh,489,347.5,0,1,28.2,21.5,6,18.3,0.1,24,1,54,90,974
3C,1,Madhya Pradesh,258,118.2,1,1,38.6,32.2,18,45.4,0.2,63,1,186,272,974
3D,2,Karnataka,82,30.6,0,0,57.5,44.1,49,36.2,0.408,121,0,1,150,973
3H,4,Andhra Pradesh,79,13.0,1,2,72.7,52.4,103,40.9,1.717,267,0,95,248,973
3D,2,Uttar Pradesh,336,230.8,0,0,53.5,35.8,77,35.9,0.642,149,0,12,133,972
3G,3,Gujarat,247,90.5,0,2,74.9,73.3,189,39.4,2.1,307,0,42,95,972
3C,1,Uttar Pradesh,486,81.6,1,1,64.8,56.5,30,57.9,0.333,88,0,22,85,972
3A,0,Maharashtra,313,145.0,2,0,52.8,55.7,37,12.5,0.617,50,0,16,26,971
3A,0,Gujarat,986,303.5,0,0,46.8,31.2,13,19.7,0.217,33,1,74,102,971
3A,0,Tamil Nadu,470,322.2,0,1,63.2,49.4,13,15.3,0.217,28,0,10,41,969
3G,3,Uttar Pradesh,312,64.5,0,0,61.1,23.4,105,41.5,1.167,229,0,147,277,968
3D,2,Rajasthan,122,54.7,0,0,45.2,32.2,65,30.3,0.542,126,0,121,265,968
3A,0,Uttar Pradesh,671,269.5,0,0,83.7,36.3,3,50.5,0.05,54,0,6,13,968
3H,4,Rajasthan,362,312.2,1,2,73.6,58.3,123,81.0,2.05,447,0,79,52,968
3H,4,Gujarat,236,182.5,0,0,86.6,68.1,39,98.4,0.65,432,0,79,66,968
3E,5,Maharashtra,55,34.0,0,1,56.2,51.5,233,15.3,5.178,310,1,327,482,967
3H,4,Rajasthan,92,27.5,0,1,66.2,60.8,167,21.0,2.783,251,0,8,177,966
3G,3,Tamil Nadu,232,87.5,0,0,89.2,57.7,103,66.9,1.144,304,0,7,63,966
3A,0,Karnataka,420,251.3,2,1,51.8,33.7,16,8.6,0.267,25,0,21,57,966
3G,3,Tamil Nadu,183,70.5,0,0,66.0,41.6,130,49.9,1.444,280,0,83,163,965
3C,1,Uttar Pradesh,263,98.0,2,0,58.2,38.1,76,66.2,0.844,142,0,60,68,964
3G,3,Uttar Pradesh,215,155.0,1,0,71.2,55.9,283,15.8,3.144,330,0,113,142,963
3D,2,Uttar Pradesh,149,50.7,0,0,59.6,33.9,66,70.9,0.55,208,1,215,278,961
3A,0,Maharashtra,192,75.6,1,0,45.2,42.8,6,16.8,0.1,23,0,19,56,961
3G,3,Rajasthan,100,35.9,0,1,61.5,51.6,269,30.7,2.989,361,1,297,296,961
3E,5,Rajasthan,127,17.9,0,0,76.9,74.8,187,45.7,4.156,415,0,50,99,961
3A,0,Andhra Pradesh,66,5.4,1,0,49.3,51.0,17,27.7,0.283,45,1,50,66,960
3E,5,Madhya Pradesh,52,31.0,0,0,65.6,50.7,129,9.2,2.867,175,0,19,309,960
3D,2,Madhya Pradesh,560,307.4,0,0,37.9,30.5,86,7.7,0.717,101,0,108,277,959
3C,1,Rajasthan,2053,900.0,1,0,70.8,45.6,49,62.0,0.544,111,0,33,72,959
3C,1,Karnataka,357,181.1,0,0,35.8,29.5,20,48.6,0.222,69,1,105,187,958
3A,0,Andhra Pradesh,96,16.4,1,2,53.2,41.5,18,6.2,0.3,24,0,13,49,958
3A,0,Tamil Nadu,221,150.3,2,1,80.1,62.0,12,47.7,0.2,60,0,13,13,958
3C,1,Madhya Pradesh,332,95.9,0,1,76.1,50.9,121,32.0,1.344,153,0,51,48,956
3E,5,Karnataka,155,92.6,1,2,65.6,42.9,102,74.4,2.267,474,1,290,281,956
3C,1,Tamil Nadu,811,266.0,1,0,75.8,55.1,102,44.0,1.133,146,0,29,33,956
3G,3,Maharashtra,268,154.4,1,1,50.7,32.1,238,35.2,2.644,344,1,820,836,955
3E,5,Andhra Pradesh,99,28.4,1,0,56.2,38.5,231,17.8,5.133,320,0,191,336,955
3C,1,Karnataka,200,19.2,0,0,81.2,49.8,60,81.1,0.667,141,0,31,40,954
3G,3,Gujarat,50,17.1,0,0,87.8,68.9,80,74.1,0.889,302,0,7,65,953
3A,0,Andhra Pradesh,67,32.9,5,0,32.3,58.5,9,69.1,0.15,78,1,192,174,953
3G,3,Uttar Pradesh,77,44.6,0,0,43.5,34.1,120,15.5,1.333,166,0,73,266,953
3D,2,Madhya Pradesh,193,114.5,0,0,69.4,67.3,143,66.7,1.192,276,0,70,64,952
3C,1,Madhya Pradesh,135,78.4,1,0,53.9,62.8,34,31.9,0.378,66,0,0,79,951
3H,4,Uttar Pradesh,356,136.7,2,1,72.4,45.0,343,50.7,5.717,546,1,295,169,950
3D,2,Uttar Pradesh,123,83.4,2,0,65.7,50.4,203,39.1,1.692,281,1,150,139,949
3G,3,Maharashtra,288,138.6,2,0,51.0,37.3,227,38.6,2.522,343,0,161,178,949
3G,3,Karnataka,159,76.0,2,2,45.8,48.8,126,64.8,1.4,320,1,392,432,948
3H,4,Maharashtra,146,38.6,0,0,52.7,30.3,24,24.9,0.4,124,0,3,300,947
3A,0,Karnataka,48,19.4,1,0,60.5,42.6,44,9.1,0.733,53,1,30,37,947
3G,3,Andhra Pradesh,26,17.3,3,0,68.0,74.2,121,46.1,1.344,259,0,52,152,947
3D,2,Madhya Pradesh,121,37.0,1,0,62.3,34.7,60,95.7,0.5,251,0,121,140,947
3E,5,Karnataka,195,105.4,0,0,92.6,80.8,136,41.8,3.022,345,0,0,101,947
3C,1,Gujarat,89,9.9,1,0,80.7,68.6,148,32.1,1.644,180,1,86,56,945
3E,5,Andhra Pradesh,28,8.8,0,0,68.5,45.4,210,11.2,4.667,266,0,0,194,945
3C,1,Karnataka,72,53.1,0,0,74.2,60.8,67,37.0,0.744,104,0,1,47,945
3E,5,Maharashtra,207,94.0,1,0,29.1,40.1,122,39.5,2.711,320,1,636,782,944
3E,5,Uttar Pradesh,44,3.0,1,0,77.7,72.8,303,37.9,6.733,492,0,109,82,943
3D,2,Madhya Pradesh,151,87.1,1,0,42.9,53.7,134,33.2,1.117,200,0,112,181,943
3D,2,Maharashtra,139,102.1,1,0,76.0,83.1,141,28.6,1.175,198,0,53,125,943
3A,0,Uttar Pradesh,28,3.0,0,0,58.3,29.1,7,15.7,0.117,23,0,1,38,941
3D,2,Gujarat,143,79.7,0,0,88.5,71.3,78,72.3,0.65,223,0,0,43,941
3C,1,Gujarat,184,66.1,0,0,48.8,34.3,38,15.8,0.422,54,0,31,127,940
3G,3,Tamil Nadu,340,122.5,1,0,73.3,78.2,146,86.0,1.622,404,0,98,54,939
3A,0,Maharashtra,94,59.9,2,1,57.1,37.1,13,36.0,0.217,49,1,33,43,939
3C,1,Karnataka,76,66.6,1,0,56.3,56.5,48,41.5,0.533,89,0,32,92,938
3H,4,Andhra Pradesh,225,129.8,3,1,79.0,53.3,151,46.5,2.517,337,0,45,128,938
3D,2,Madhya Pradesh,172,115.7,3,0,64.8,63.4,186,39.8,1.55,266,1,141,145,936
3C,1,Madhya Pradesh,106,20.8,0,0,51.0,45.1,92,10.4,1.022,102,0,59,106,936
3H,4,Gujarat,176,45.0,1,1,41.7,34.9,134,5.0,2.233,154,0,133,399,936
3E,5,Uttar Pradesh,162,58.8,2,1,46.6,47.6,139,53.2,3.089,405,1,272,333,935
3C,1,Maharashtra,47,22.4,0,0,48.6,27.5,24,58.9,0.267,83,1,134,202,934
3H,4,Maharashtra,192,82.5,0,0,55.8,54.9,130,30.4,2.167,252,0,86,255,934
3G,3,Madhya Pradesh,768,266.8,0,0,52.4,42.1,39,19.5,0.433,98,0,0,252,934
3G,3,Uttar Pradesh,74,44.7,0,1,69.4,46.3,41,69.7,0.456,250,0,45,155,934
3G,3,Uttar Pradesh,40,25.0,1,1,37.2,36.0,144,25.9,1.6,222,1,190,328,933
3D,2,Karnataka,33,19.6,0,1,84.9,82.6,84,79.8,0.7,244,0,16,43,933
3E,5,Andhra Pradesh,796,402.2,1,1,37.0,23.1,85,37.3,1.889,272,1,387,580,932
3A,0,Uttar Pradesh,160,62.1,1,0,43.6,53.7,10,17.9,0.167,28,0,22,54,931
3C,1,Uttar Pradesh,192,73.5,3,1,38.2,34.6,22,106.5,0.244,129,1,188,210,931
3E,5,Andhra Pradesh,180,53.4,1,0,49.2,40.7,62,43.7,1.378,280,0,135,319,931
3D,2,Madhya Pradesh,587,486.5,1,1,53.7,38.2,104,47.8,0.867,200,1,145,215,930
3C,1,Gujarat,182,97.5,2,0,53.4,62.6,59,90.3,0.656,149,1,112,113,930
3A,0,Maharashtra,565,296.3,1,1,59.2,40.6,8,13.2,0.133,21,0,24,63,929
3C,1,Madhya Pradesh,29,22.1,1,0,71.0,67.3,26,73.4,0.289,99,0,13,63,929
3H,4,Andhra Pradesh,317,220.4,1,0,63.9,96.6,115,86.0,1.917,459,0,107,68,928
3E,5,Rajasthan,41,17.4,0,0,50.3,34.0,79,36.8,1.756,263,0,166,368,928
3H,4,Madhya Pradesh,24,3.0,2,0,46.2,28.8,62,38.4,1.033,215,1,450,654,928
3E,5,Tamil Nadu,89,35.2,1,2,78.4,52.3,77,87.6,1.711,515,0,123,73,926
3D,2,Maharashtra,202,98.1,1,0,55.3,57.2,180,67.9,1.5,316,1,165,119,926
3E,5,Madhya Pradesh,86,59.1,1,0,80.7,57.1,32,71.2,0.711,388,0,31,108,925
3A,0,Andhra Pradesh,141,41.9,0,0,45.2,28.9,17,3.1,0.283,20,0,5,45,925
3G,3,Uttar Pradesh,544,307.8,0,1,61.4,38.5,11,54.2,0.122,174,0,33,219,925
3C,1,Tamil Nadu,118,76.8,1,0,70.0,69.8,13,151.5,0.144,165,0,51,36,925
3A,0,Madhya Pradesh,99,23.6,0,0,49.1,48.2,14,12.7,0.233,27,0,14,48,925
3A,0,Madhya Pradesh,281,21.8,1,1,52.8,38.4,16,28.6,0.267,45,1,38,54,924
3C,1,Karnataka,189,62.0,1,0,45.0,48.1,4,66.8,0.044,71,0,39,118,924
3G,3,Rajasthan,146,60.5,0,0,60.4,54.9,84,14.9,0.933,129,0,24,255,924
3D,2,Tamil Nadu,349,124.5,0,0,41.8,24.4,33,32.4,0.275,98,0,94,266,922
3E,5,Gujarat,129,37.4,0,0,58.0,43.0,104,8.4,2.311,146,0,0,285,922
3D,2,Gujarat,91,39.3,2,0,58.1,67.1,146,60.2,1.217,266,0,96,99,922
3H,4,Gujarat,27,3.0,0,0,42.8,18.1,86,13.3,1.433,139,0,37,317,922
3D,2,Andhra Pradesh,58,27.2,1,0,80.2,51.7,153,33.0,1.275,219,0,0,47,922
3C,1,Uttar Pradesh,294,232.6,2,0,49.4,27.8,14,71.5,0.156,85,0,55,119,921
3C,1,Rajasthan,102,20.8,1,0,53.0,33.3,28,16.4,0.311,44,0,0,98,921
3G,3,Rajasthan,246,105.3,0,0,84.0,53.8,184,50.8,2.044,336,0,39,63,921
3D,2,Tamil Nadu,92,63.8,0,0,55.8,36.4,67,31.3,0.558,130,0,31,171,920
3G,3,Karnataka,31,14.8,2,0,48.0,82.1,200,76.9,2.222,431,1,189,118,920
3D,2,Karnataka,222,86.0,1,0,40.1,37.4,37,84.0,0.308,205,1,196,261,919
3G,3,Andhra Pradesh,135,66.5,1,0,56.2,45.6,113,34.3,1.256,216,0,49,194,919
3A,0,Karnataka,276,48.8,0,3,47.8,38.9,24,18.2,0.4,42,1,63,81,919
3A,0,Tamil Nadu,278,149.4,1,0,44.2,26.7,6,15.1,0.1,21,0,10,49,918
3G,3,Karnataka,116,57.5,0,0,57.2,47.8,51,33.5,0.567,152,0,38,247,917
3A,0,Tamil Nadu,143,63.8,2,1,38.7,42.9,31,4.3,0.517,35,1,87,112,917
3G,3,Karnataka,103,30.1,0,0,62.7,45.1,60,44.6,0.667,194,0,62,228,917
3C,1,Uttar Pradesh,39,26.0,0,0,73.7,46.9,13,74.4,0.144,87,0,0,61,916
3A,0,Rajasthan,121,50.4,2,1,47.6,47.8,14,29.3,0.233,43,1,80,96,916
3G,3,Uttar Pradesh,90,52.0,0,0,62.4,52.2,104,69.0,1.156,311,0,104,153,916
3C,1,Tamil Nadu,240,109.1,0,2,57.8,55.2,62,45.1,0.689,107,0,16,59,916
3C,1,Gujarat,12,3.0,0,0,74.4,56.9,35,47.8,0.389,83,0,0,63,916
3G,3,Rajasthan,62,26.2,0,1,69.0,55.7,148,15.8,1.644,196,0,70,234,915
3A,0,Andhra Pradesh,77,11.5,3,0,39.9,51.1,25,18.9,0.417,44,1,74,90,915
3E,5,Uttar Pradesh,295,151.5,2,4,47.8,53.5,191,62.9,4.244,506,1,716,675,914
3D,2,Madhya Pradesh,46,26.7,0,0,65.0,46.4,106,38.8,0.883,184,0,55,141,913
3A,0,Uttar Pradesh,53,15.5,2,0,62.6,34.3,28,22.5,0.467,51,0,19,28,913
3D,2,Tamil Nadu,451,203.2,1,0,38.1,31.1,62,35.0,0.517,132,1,202,340,912
3G,3,Uttar Pradesh,146,53.3,0,0,45.7,8.9,82,15.1,0.911,127,0,136,369,912
3H,4,Rajasthan,307,55.3,0,0,78.3,47.3,116,58.1,1.933,349,0,149,220,912
3C,1,Rajasthan,604,320.0,0,0,59.9,28.4,32,14.8,0.356,47,0,0,98,911
3G,3,Gujarat,146,85.0,1,1,60.4,80.0,81,128.2,0.9,466,1,293,187,911
3H,4,Tamil Nadu,228,154.7,0,0,53.7,38.7,92,32.0,1.533,220,0,98,298,910
3G,3,Maharashtra,397,155.1,0,1,70.9,69.3,109,54.8,1.211,273,0,4,90,910
3D,2,Maharashtra,128,64.1,0,0,71.4,48.0,73,30.6,0.608,134,0,44,180,909
3A,0,Maharashtra,155,36.0,0,1,51.7,59.3,38,10.9,0.633,49,0,17,29,908
3C,1,Rajasthan,55,7.8,0,0,41.5,31.1,23,56.9,0.256,80,0,52,122,908
3E,5,Madhya Pradesh,276,68.4,6,1,17.0,50.5,56,66.2,1.244,387,1,1702,1780,907
3G,3,Karnataka,367,83.9,1,2,68.3,76.3,221,64.1,2.456,413,0,113,60,907
3C,1,Gujarat,38,26.6,1,0,23.0,46.4,75,44.9,0.833,120,1,90,120,906
3A,0,Maharashtra,84,46.3,1,0,49.6,50.1,14,10.4,0.233,24,0,6,42,905
3E,5,Maharashtra,135,29.3,1,1,41.5,28.7,152,16.8,3.378,236,1,1090,1319,905
3G,3,Rajasthan,75,3.0,1,0,54.6,50.6,9,58.3,0.1,184,0,99,275,905
3C,1,Rajasthan,517,212.5,3,0,47.2,52.7,148,49.5,1.644,197,1,207,159,905
3C,1,Rajasthan,48,14.9,1,1,55.2,57.4,71,37.4,0.789,108,0,17,58,903
3C,1,Tamil Nadu,98,50.8,1,0,62.0,45.8,21,170.8,0.233,192,0,69,28,903
3G,3,Uttar Pradesh,330,253.6,0,0,64.6,43.8,10,61.5,0.111,194,0,0,163,902
3A,0,Andhra Pradesh,110,78.9,1,0,72.5,77.6,17,45.5,0.283,62,0,20,17,902
3C,1,Maharashtra,300,104.9,3,1,51.8,63.4,118,79.3,1.311,197,1,135,88,901
3C,1,Tamil Nadu,581,278.8,1,1,47.6,38.9,92,38.5,1.022,131,1,134,154,901
3D,2,Maharashtra,217,40.6,0,0,53.7,43.1,26,63.8,0.217,154,1,149,265,900
3C,1,Uttar Pradesh,88,64.9,1,2,46.1,51.8,80,64.5,0.889,144,1,75,81,900
3C,1,Gujarat,60,27.1,4,0,29.1,47.9,92,72.7,1.022,165,1,232,218,900
3A,0,Karnataka,100,44.4,1,0,86.4,55.2,14,36.9,0.233,51,0,5,14,900
3D,2,Rajasthan,72,24.2,1,0,63.4,50.3,106,95.2,0.883,296,0,106,79,900
3D,2,Uttar Pradesh,35,11.3,0,0,46.4,43.5,68,22.0,0.567,112,0,57,215,900
3D,2,Karnataka,354,256.3,0,0,34.5,32.6,36,36.9,0.3,110,1,233,394,899
3H,4,Maharashtra,119,52.9,0,0,44.5,26.3,71,23.3,1.183,164,0,171,427,897
3E,5,Maharashtra,88,3.0,0,0,73.6,33.5,153,61.6,3.4,461,0,161,165,897
3D,2,Andhra Pradesh,79,66.6,1,0,55.0,54.4,59,32.3,0.492,124,0,20,167,897
3A,0,Rajasthan,264,69.0,0,0,76.5,56.5,7,47.0,0.117,54,0,9,15,897
3E,5,Andhra Pradesh,128,42.8,3,1,56.4,53.4,297,44.8,6.6,521,1,282,226,895
3H,4,Tamil Nadu,114,59.6,1,2,51.0,47.1,131,99.4,2.183,529,1,427,318,894
3D,2,Gujarat,57,36.9,1,1,51.3,45.3,111,98.4,0.925,308,1,144,107,893
3H,4,Tamil Nadu,30,21.2,2,0,54.3,54.7,191,59.4,3.183,429,1,262,254,893
3D,2,Uttar Pradesh,241,115.7,0,0,67.5,72.1,86,41.3,0.717,169,0,0,88,893
3E,5,Andhra Pradesh,121,34.3,1,0,85.1,90.4,101,70.4,2.244,453,0,29,41,892
3G,3,Madhya Pradesh,203,97.6,1,1,77.8,50.8,113,64.5,1.256,307,0,19,73,892
3G,3,Karnataka,220,86.0,1,0,83.4,66.0,206,40.6,2.289,328,0,28,60,892
3C,1,Uttar Pradesh,528,368.1,1,0,47.5,34.6,47,36.5,0.522,83,0,51,118,892
3G,3,Karnataka,179,70.7,2,0,62.8,48.1,111,55.8,1.233,278,0,126,208,891
3D,2,Rajasthan,291,127.8,1,1,52.4,39.4,47,75.6,0.392,198,1,227,299,891
3C,1,Uttar Pradesh,575,321.9,2,0,50.3,32.2,87,52.8,0.967,140,0,54,64,891
3G,3,Tamil Nadu,39,29.2,4,0,75.9,48.6,311,42.8,3.456,439,1,265,186,890
3D,2,Gujarat,80,56.3,1,1,31.8,45.1,91,24.9,0.758,141,1,239,368,889
3D,2,Uttar Pradesh,195,44.0,0,0,58.0,28.0,53,23.1,0.442,99,0,63,234,887
3D,2,Madhya Pradesh,189,99.5,0,1,83.4,57.0,153,45.6,1.275,244,0,32,58,887
3C,1,Karnataka,101,58.4,0,2,74.7,52.2,92,43.3,1.022,135,0,37,52,887
3C,1,Tamil Nadu,125,65.2,0,0,76.1,70.1,11,69.7,0.122,81,0,0,60,886
3H,4,Gujarat,84,42.5,0,0,55.3,44.2,231,13.8,3.85,286,1,320,454,884
3C,1,Karnataka,110,3.0,0,1,43.4,33.5,64,24.8,0.711,89,0,68,129,883
3E,5,Karnataka,136,85.2,1,0,59.4,42.9,240,14.0,5.333,310,0,203,358,883
3H,4,Tamil Nadu,173,90.3,0,0,51.8,44.7,40,33.0,0.667,172,0,101,349,881
3D,2,Andhra Pradesh,124,52.5,0,0,63.2,40.4,37,45.0,0.308,127,0,17,160,881
3G,3,Andhra Pradesh,80,37.3,0,1,52.0,43.1,74,22.7,0.822,142,0,114,332,881
3A,0,Madhya Pradesh,46,9.0,0,2,30.8,29.3,5,33.7,0.083,39,1,68,89,881
3D,2,Karnataka,227,126.8,5,0,36.8,29.9,165,59.4,1.375,284,1,462,448,880
3G,3,Rajasthan,10,6.6,0,0,66.1,49.3,60,56.3,0.667,229,0,17,148,880
3D,2,Gujarat,128,48.0,0,0,44.9,29.7,74,26.1,0.617,126,0,65,209,880
3A,0,Maharashtra,74,3.0,1,1,58.1,55.4,49,24.5,0.817,74,1,33,20,879
3A,0,Tamil Nadu,249,94.4,2,1,47.6,46.4,18,51.5,0.3,70,1,131,121,879
3G,3,Uttar Pradesh,117,50.5,5,3,47.1,50.9,288,64.0,3.2,480,1,552,432,878
3A,0,Uttar Pradesh,210,137.6,2,2,57.7,69.9,29,38.1,0.483,67,1,53,46,877
3A,0,Uttar Pradesh,191,113.0,0,1,78.1,70.4,15,34.1,0.25,49,0,10,21,876
3D,2,Rajasthan,26,25.8,0,0,57.8,56.9,47,51.3,0.392,150,0,127,247,875
3D,2,Madhya Pradesh,110,40.0,0,1,90.0,59.5,135,55.9,1.125,247,0,22,45,874
3G,3,Gujarat,246,105.1,1,0,75.2,57.4,80,55.6,0.889,247,0,27,140,874
3C,1,Uttar Pradesh,119,108.1,2,0,62.1,49.2,79,102.6,0.878,182,1,115,83,873
3C,1,Maharashtra,124,69.7,2,1,91.5,78.6,31,136.9,0.344,168,0,35,17,873
3A,0,Andhra Pradesh,252,37.4,0,0,48.8,59.2,14,57.1,0.233,71,0,21,9,873
3C,1,Karnataka,89,52.2,0,1,50.2,26.4,9,74.2,0.1,83,0,68,135,872
3E,5,Karnataka,312,116.2,4,1,48.4,71.9,240,63.9,5.333,560,1,273,178,872
3D,2,Rajasthan,186,151.0,1,0,67.6,60.8,75,74.1,0.625,223,0,73,120,872
3G,3,Tamil Nadu,80,56.0,0,1,70.4,42.9,44,124.5,0.489,417,1,225,168,871
3G,3,Andhra Pradesh,110,102.1,0,0,77.5,45.2,154,27.0,1.711,235,0,0,111,871
3H,4,Karnataka,88,48.5,0,2,42.7,34.7,93,32.5,1.55,223,1,407,604,870
3E,5,Uttar Pradesh,192,94.2,2,1,56.3,44.1,28,71.5,0.622,386,1,428,507,870
3G,3,Andhra Pradesh,194,90.0,2,0,42.1,44.4,101,47.8,1.122,244,1,197,313,870
3E,5,Madhya Pradesh,146,61.3,2,0,44.2,65.3,66,71.5,1.467,423,1,502,544,869
3G,3,Andhra Pradesh,52,26.5,0,0,41.8,40.9,117,15.1,1.3,162,0,32,230,869
3A,0,Maharashtra,173,98.3,2,0,65.8,61.9,27,31.0,0.45,58,0,18,20,868
3H,4,Maharashtra,211,65.2,2,2,65.3,34.6,138,90.4,2.3,499,1,485,405,868
3A,0,Karnataka,649,422.3,1,1,64.1,47.2,44,36.9,0.733,81,1,51,30,868
3C,1,Uttar Pradesh,100,35.3,0,0,46.4,48.6,10,50.1,0.111,60,0,48,138,866
3D,2,Uttar Pradesh,132,83.4,2,1,87.7,70.6,158,67.6,1.317,293,0,51,27,866
3D,2,Gujarat,139,74.7,1,0,50.8,25.4,53,57.0,0.442,167,1,173,276,865
3H,4,Karnataka,193,81.7,0,0,76.7,68.2,183,42.9,3.05,355,0,54,120,865
3D,2,Maharashtra,72,28.5,1,0,75.7,73.3,129,65.1,1.075,259,0,58,69,865
3G,3,Gujarat,131,89.8,1,0,42.5,33.1,27,37.0,0.3,138,0,105,327,864
3D,2,Tamil Nadu,242,92.2,0,0,54.8,40.7,62,32.1,0.517,126,0,28,172,864
3A,0,Andhra Pradesh,78,43.1,2,0,47.5,39.5,24,7.3,0.4,31,0,11,39,864
3D,2,Karnataka,53,21.8,0,0,30.8,26.5,92,39.4,0.767,171,1,263,363,864
3A,0,Madhya Pradesh,64,23.6,0,0,62.2,57.7,10,30.4,0.167,40,0,11,30,863
3D,2,Gujarat,162,85.6,0,1,41.1,20.8,25,45.8,0.208,117,0,77,230,863
3E,5,Karnataka,261,112.2,1,0,48.3,40.9,82,12.9,1.822,147,0,98,417,862
3D,2,Gujarat,356,104.6,2,0,51.8,62.5,138,71.7,1.15,281,0,109,98,861
3H,4,Karnataka,148,54.3,1,0,63.0,67.8,305,26.4,5.083,410,0,170,179,860
3C,1,Gujarat,113,38.3,1,1,62.2,48.6,22,127.9,0.244,150,1,83,83,860
3E,5,Rajasthan,25,15.6,0,0,51.7,40.3,104,24.7,2.311,228,0,101,339,860
3C,1,Rajasthan,42,22.6,3,2,32.3,38.5,35,94.6,0.389,130,1,111,131,860
3G,3,Tamil Nadu,85,26.7,0,0,59.4,47.6,39,28.0,0.433,123,0,12,249,860
3D,2,Gujarat,33,9.9,0,0,49.8,39.1,40,25.1,0.333,90,0,0,173,860
3E,5,Gujarat,113,51.2,0,0,43.2,35.1,76,14.6,1.689,149,0,105,421,860
3A,0,Gujarat,221,71.8,2,0,60.7,39.2,28,41.0,0.467,69,1,82,73,859
3A,0,Uttar Pradesh,33,12.3,0,1,64.7,49.5,29,25.2,0.483,54,1,31,37,858
3D,2,Rajasthan,359,208.7,1,1,38.9,48.2,173,29.1,1.442,231,1,159,198,858
